Date,Close
04/01/2016 16:00:00,44.68
05/01/2016 16:00:00,44.69
06/01/2016 16:00:00,43.81
07/01/2016 16:00:00,43.13
08/01/2016 16:00:00,42.2
11/01/2016 16:00:00,41.57
12/01/2016 16:00:00,41.99
13/01/2016 16:00:00,40.06
14/01/2016 16:00:00,41.24
15/01/2016 16:00:00,41
19/01/2016 16:00:00,40.94
20/01/2016 16:00:00,39.74
21/01/2016 16:00:00,39.99
22/01/2016 16:00:00,40.51
25/01/2016 16:00:00,39.28
26/01/2016 16:00:00,38.71
27/01/2016 16:00:00,37.61
28/01/2016 16:00:00,37.94
29/01/2016 16:00:00,38.24
01/02/2016 16:00:00,39.39
02/02/2016 16:00:00,36.56
03/02/2016 16:00:00,34.7
04/02/2016 16:00:00,35.07
05/02/2016 16:00:00,32.52
08/02/2016 16:00:00,29.6
09/02/2016 16:00:00,29.65
10/02/2016 16:00:00,28.73
11/02/2016 16:00:00,30.09
12/02/2016 16:00:00,30.21
16/02/2016 16:00:00,31.03
17/02/2016 16:00:00,33.74
18/02/2016 16:00:00,33.35
19/02/2016 16:00:00,33.32
22/02/2016 16:00:00,35.55
23/02/2016 16:00:00,35.44
24/02/2016 16:00:00,35.8
25/02/2016 16:00:00,37.49
26/02/2016 16:00:00,38.07
29/02/2016 16:00:00,38.39
01/03/2016 16:00:00,37.27
02/03/2016 16:00:00,37.67
03/03/2016 16:00:00,39.15
04/03/2016 16:00:00,40.21
07/03/2016 16:00:00,41.06
08/03/2016 16:00:00,40.52
09/03/2016 16:00:00,41.74
10/03/2016 16:00:00,41.04
11/03/2016 16:00:00,41.5
14/03/2016 16:00:00,43.03
15/03/2016 16:00:00,43.67
16/03/2016 16:00:00,44.39
17/03/2016 16:00:00,45.28
18/03/2016 16:00:00,46.55
21/03/2016 16:00:00,47.66
22/03/2016 16:00:00,46.85
23/03/2016 16:00:00,44.52
24/03/2016 16:00:00,45.55
28/03/2016 16:00:00,46.05
29/03/2016 16:00:00,46.03
30/03/2016 16:00:00,45.38
31/03/2016 16:00:00,45.95
01/04/2016 16:00:00,47.52
04/04/2016 16:00:00,49.4
05/04/2016 16:00:00,51.09
06/04/2016 16:00:00,53.08
07/04/2016 16:00:00,51.44
08/04/2016 16:00:00,50.01
11/04/2016 16:00:00,49.98
12/04/2016 16:00:00,49.56
13/04/2016 16:00:00,50.91
14/04/2016 16:00:00,50.37
15/04/2016 16:00:00,50.9
18/04/2016 16:00:00,50.78
19/04/2016 16:00:00,49.47
20/04/2016 16:00:00,49.99
21/04/2016 16:00:00,49.66
22/04/2016 16:00:00,50.75
25/04/2016 16:00:00,50.36
26/04/2016 16:00:00,50.75
27/04/2016 16:00:00,50.29
28/04/2016 16:00:00,49.54
29/04/2016 16:00:00,48.15
02/05/2016 16:00:00,48.36
03/05/2016 16:00:00,46.46
04/05/2016 16:00:00,44.51
05/05/2016 16:00:00,42.31
06/05/2016 16:00:00,42.99
09/05/2016 16:00:00,41.78
10/05/2016 16:00:00,41.74
11/05/2016 16:00:00,41.79
12/05/2016 16:00:00,41.46
13/05/2016 16:00:00,41.52
16/05/2016 16:00:00,41.66
17/05/2016 16:00:00,40.93
18/05/2016 16:00:00,42.23
19/05/2016 16:00:00,43.04
20/05/2016 16:00:00,44.06
23/05/2016 16:00:00,43.24
24/05/2016 16:00:00,43.58
25/05/2016 16:00:00,43.92
26/05/2016 16:00:00,45.02
27/05/2016 16:00:00,44.61
31/05/2016 16:00:00,44.65
01/06/2016 16:00:00,43.91
02/06/2016 16:00:00,43.79
03/06/2016 16:00:00,43.8
06/06/2016 16:00:00,44.14
07/06/2016 16:00:00,46.47
08/06/2016 16:00:00,47.1
09/06/2016 16:00:00,45.87
10/06/2016 16:00:00,43.76
13/06/2016 16:00:00,43.57
14/06/2016 16:00:00,42.99
15/06/2016 16:00:00,43.54
16/06/2016 16:00:00,43.59
17/06/2016 16:00:00,43.09
20/06/2016 16:00:00,43.94
21/06/2016 16:00:00,43.92
22/06/2016 16:00:00,39.33
23/06/2016 16:00:00,39.28
24/06/2016 16:00:00,38.63
27/06/2016 16:00:00,39.71
28/06/2016 16:00:00,40.36
29/06/2016 16:00:00,42.04
30/06/2016 16:00:00,42.46
01/07/2016 16:00:00,43.3
05/07/2016 16:00:00,42.8
06/07/2016 16:00:00,42.89
07/07/2016 16:00:00,43.19
08/07/2016 16:00:00,43.36
11/07/2016 16:00:00,44.96
12/07/2016 16:00:00,44.93
13/07/2016 16:00:00,44.51
14/07/2016 16:00:00,44.31
15/07/2016 16:00:00,44.08
18/07/2016 16:00:00,45.25
19/07/2016 16:00:00,45.05
20/07/2016 16:00:00,45.67
21/07/2016 16:00:00,44.1
22/07/2016 16:00:00,44.45
25/07/2016 16:00:00,46
26/07/2016 16:00:00,45.9
27/07/2016 16:00:00,45.7
28/07/2016 16:00:00,46.12
29/07/2016 16:00:00,46.96
01/08/2016 16:00:00,46
02/08/2016 16:00:00,45.44
03/08/2016 16:00:00,45.16
04/08/2016 16:00:00,46.12
05/08/2016 16:00:00,46.01
08/08/2016 16:00:00,45.23
09/08/2016 16:00:00,45.82
10/08/2016 16:00:00,45.13
11/08/2016 16:00:00,44.98
12/08/2016 16:00:00,45.12
15/08/2016 16:00:00,45.12
16/08/2016 16:00:00,44.72
17/08/2016 16:00:00,44.65
18/08/2016 16:00:00,44.7
19/08/2016 16:00:00,45
22/08/2016 16:00:00,44.59
23/08/2016 16:00:00,44.97
24/08/2016 16:00:00,44.52
25/08/2016 16:00:00,44.19
26/08/2016 16:00:00,44
29/08/2016 16:00:00,43.04
30/08/2016 16:00:00,42.27
31/08/2016 16:00:00,42.4
01/09/2016 16:00:00,40.15
02/09/2016 16:00:00,39.56
06/09/2016 16:00:00,40.57
07/09/2016 16:00:00,40.34
08/09/2016 16:00:00,39.47
09/09/2016 16:00:00,38.89
12/09/2016 16:00:00,39.66
13/09/2016 16:00:00,39.21
14/09/2016 16:00:00,39.28
15/09/2016 16:00:00,40.08
16/09/2016 16:00:00,41.08
19/09/2016 16:00:00,41.27
20/09/2016 16:00:00,40.93
21/09/2016 16:00:00,41.04
22/09/2016 16:00:00,41.29
23/09/2016 16:00:00,41.49
26/09/2016 16:00:00,41.8
27/09/2016 16:00:00,41.16
28/09/2016 16:00:00,41.25
29/09/2016 16:00:00,40.14
30/09/2016 16:00:00,40.81
03/10/2016 16:00:00,42.74
04/10/2016 16:00:00,42.28
05/10/2016 16:00:00,41.69
06/10/2016 16:00:00,40.2
07/10/2016 16:00:00,39.32
10/10/2016 16:00:00,40.19
11/10/2016 16:00:00,40.02
12/10/2016 16:00:00,40.3
13/10/2016 16:00:00,40.05
14/10/2016 16:00:00,39.3
17/10/2016 16:00:00,38.79
18/10/2016 16:00:00,39.82
19/10/2016 16:00:00,40.71
20/10/2016 16:00:00,39.82
21/10/2016 16:00:00,40.02
24/10/2016 16:00:00,40.55
25/10/2016 16:00:00,40.47
26/10/2016 16:00:00,40.45
27/10/2016 16:00:00,40.8
28/10/2016 16:00:00,39.99
31/10/2016 16:00:00,39.55
01/11/2016 16:00:00,38.16
02/11/2016 16:00:00,37.6
03/11/2016 16:00:00,37.48
04/11/2016 16:00:00,38.11
07/11/2016 16:00:00,38.64
08/11/2016 16:00:00,38.99
09/11/2016 16:00:00,38.01
10/11/2016 16:00:00,37.07
11/11/2016 16:00:00,37.71
14/11/2016 16:00:00,36.29
15/11/2016 16:00:00,36.75
16/11/2016 16:00:00,36.79
17/11/2016 16:00:00,37.73
18/11/2016 16:00:00,37
21/11/2016 16:00:00,36.9
22/11/2016 16:00:00,38.23
23/11/2016 16:00:00,38.63
25/11/2016 16:00:00,39.33
28/11/2016 16:00:00,39.22
29/11/2016 16:00:00,37.91
30/11/2016 16:00:00,37.88
01/12/2016 16:00:00,36.38
02/12/2016 16:00:00,36.29
05/12/2016 16:00:00,37.36
06/12/2016 16:00:00,37.17
07/12/2016 16:00:00,38.63
08/12/2016 16:00:00,38.46
09/12/2016 16:00:00,38.44
12/12/2016 16:00:00,38.49
13/12/2016 16:00:00,39.63
14/12/2016 16:00:00,39.74
15/12/2016 16:00:00,39.52
16/12/2016 16:00:00,40.5
19/12/2016 16:00:00,40.55
20/12/2016 16:00:00,41.76
21/12/2016 16:00:00,41.54
22/12/2016 16:00:00,41.69
23/12/2016 16:00:00,42.67
27/12/2016 16:00:00,43.91
28/12/2016 16:00:00,43.95
29/12/2016 16:00:00,42.94
30/12/2016 16:00:00,42.74